color	director_name	duration	actor_1_name	movie_title	title_year
Color	Wayne Kramer	122	Paul Walker	Running Scared 	2006
Color	Rowdy Herrington	128	Aidan Quinn	Bobby Jones: Stroke of Genius 	2004
Color	Jim Goddard	97	Victor Wong	Shanghai Surprise 	1986
Color	Neil Burger	110	Rufus Sewell	The Illusionist 	2006
Color	Noel Marshall	102	Tippi Hedren	Roar 	1981
Color	Joel Schumacher	98	Brenda Fricker	Veronica Guerin 	2003
Color	Andrea Di Stefano	120	Josh Hutcherson	Escobar: Paradise Lost 	2014
Color	Richard Kelly	160	Janeane Garofalo	Southland Tales 	2006
Color	Guillaume Ivernel	80	Rob Paulsen	Dragon Hunters 	2008
Color	Jack Smight	91	George Peppard	Damnation Alley 	1977
Color	Todd Lincoln	83	Julianna Guill	The Apparition 	2012
Color	Howard Zieff	102	Macaulay Culkin	My Girl 	1991
Color	Steven Shainberg	122	Robert Downey Jr.	Fur: An Imaginary Portrait of Diane Arbus 	2006
Color	Neil Burger	110	Rufus Sewell	The Illusionist 	2006
Color	Oliver Stone	126	Hal Holbrook	Wall Street 	1987
Color	Ang Lee	136	Alan Rickman	Sense and Sensibility 	1995
Color	Julian Jarrold	120	Anne Hathaway	Becoming Jane 	2007
Color	Joe Nussbaum	108	Danny Strong	Sydney White 	2007
Color	Vadim Perelman	126	Frances Fisher	House of Sand and Fog 	2003
Color	Peter Weir	128	Robin Williams	Dead Poets Society 	1989
Color	Peter Farrelly	113	Lauren Holly	Dumb & Dumber 	1994
Color	Rob Reiner	89	Bruno Kirby	When Harry Met Sally... 	1989
Color	Sidney Lumet	129	Charlotte Rampling	The Verdict 	1982
Color	Todd Phillips	94	Ethan Suplee	Road Trip 	2000
Color	Brian Robbins	106	Paul Walker	Varsity Blues 	1999
 Black and White	Michel Hazanavicius	100	Bérénice Bejo	The Artist 	2011
Color	David S. Goyer	89	Gary Oldman	The Unborn 	2009
Color	Wes Anderson	94	Bruce Willis	Moonrise Kingdom 	2012
Color	Jonathan Liebesman	83	Matt Bomer	The Texas Chainsaw Massacre: The Beginning 	2006
Color	Cyrus Nowrasteh	111	Clive Russell	The Young Messiah 	2016
Color	Perry Andelin Blake	80	Jennifer Esposito	The Master of Disguise 	2002
Color	Guillermo del Toro	112	Ivana Baquero	Pan's Labyrinth 	2006
Color		60	Joel Courtney	The Messengers             	
Color	John Whitesell	94	Leslie Bibb	See Spot Run 	2001
 Black and White	John Singleton	130	Mo'Nique	Baby Boy 	2001
Color	Christian E. Christiansen	91	Leighton Meester	The Roommate 	2011
Color	Dennie Gordon	91	Brittany Daniel	Joe Dirt 	2001
Color	Sheldon Lettich	110	Bolo Yeung	Double Impact 	1991
Color	Edgar Wright	121	Bill Bailey	Hot Fuzz 	2007
Color	Diane English	114	Jada Pinkett Smith	The Women 	2008
Color	Woody Allen	96	Scarlett Johansson	Vicky Cristina Barcelona 	2008
Color	Peter Flinth	270	Gustaf Skarsgård	Arn: The Knight Templar 	2007
Color	Jon Lucas	100	Mila Kunis	Bad Moms 	2016
Color	Robert Iscove	94	Alyson Hannigan	Boys and Girls 	2000
Color	Peter Kosminsky	109	Patrick Fugit	White Oleander 	2002
Color	Karyn Kusama	107	J.K. Simmons	Jennifer's Body 	2009
Color	Nick Gomez	96	Will Ferrell	Drowning Mona 	2000
Color	Woody Allen	88	Mike Starr	Radio Days 	1987
Color	Vic Armstrong	110	Nicolas Cage	Left Behind 	2014
Color	Allen Coulter	113	Robert Pattinson	Remember Me 	2010
Color	Clare Kilner	101	Dylan Baker	How to Deal 	2003
Color	Richard Benjamin	105	Jon Lovitz	My Stepmother Is an Alien 	1988
Color	Jonathan Demme	125	Denzel Washington	Philadelphia 	1993
Color	Josef Rusnak	100	Gretchen Mol	The Thirteenth Floor 	1999
Color	Lance Rivera	97	Farrah Fawcett	The Cookout 	2004
Color	Ronald Neame	108	Martin Landau	Meteor 	1979
Color	Bruce Paltrow	112	Lochlyn Munro	Duets 	2000
Color	Woody Allen	112	Woody Allen	Hollywood Ending 	2002
Color	Adam Rifkin	95	Natasha Lyonne	Detroit Rock City 	1999
Color	Russell Mulcahy	110	Christopher Lambert	Highlander 	1986
Color	Susanne Bier	118	Alison Lohman	Things We Lost in the Fire 	2007
Color	Kenneth Johnson	97	Charles Napier	Steel 	1997
Color	James Gray	120	Jeremy Renner	The Immigrant 	2013
Color	James Ivory	135	Vanessa Redgrave	The White Countess 	2005
Color	Danny Boyle	101	Rosario Dawson	Trance 	2013
Color	Jessy Terrero	92	Mo'Nique	Soul Plane 	2004
Color	Dany Boon	106	Dany Boon	Welcome to the Sticks 	2008
Color	Vicente Amorim	92	Viggo Mortensen	Good 	2008
Color	Gaspar Noé	161	Paz de la Huerta	Enter the Void 	2009
Color	Amy Heckerling	92	Taylor Negron	Vamps 	2012
Color	Lasse Hallström	93	Cary-Hiroyuki Tagawa	Hachi: A Dog's Tale 	2009
Color	Jérôme Salle	110	Orlando Bloom	Zulu 	2013
Color	Tommy Lee Jones	122	Barry Corbin	The Homesman 	2014
Color	Jesse Vaughan	91	Vivica A. Fox	Juwanna Mann 	2002
Color		45	Steven Van Zandt	Lilyhammer             	
Color	Atom Egoyan	115	David Alpay	Ararat 	2002
Color	William Bindley	94	Bruce Dern	Madison 	2001
Color	Wayne Beach	93	Mekhi Phifer	Slow Burn 	2005
Color	Gérard Krawczyk	94	Carole Bouquet	Wasabi 	2001
Color	James Gunn	95	Dustin Milligan	Slither 	2006
Color	Martin Brest	105	Judge Reinhold	Beverly Hills Cop 	1984
Color	Chris Columbus	103	Macaulay Culkin	Home Alone 	1990
Color	Leonard Nimoy	102	Tom Selleck	3 Men and a Baby 	1987
Color	Sydney Pollack	116	Bill Murray	Tootsie 	1982
Color	Tony Scott	110	Tom Cruise	Top Gun 	1986
Color	Ang Lee	120	Chen Chang	"Crouching Tiger, Hidden Dragon "	2000
Color	Sam Mendes	122	Kevin Spacey	American Beauty 	1999
Color	Tom Hooper	118	Colin Firth	The King's Speech 	2010
Color	Ivan Reitman	107	Kelly Preston	Twins 	1988
Color		45	Bex Taylor-Klaus	Scream: The TV Series             	
Color	Udayan Prasad	102	Kristen Stewart	The Yellow Handkerchief 	2008
Color	Steven Spielberg	154	Oprah Winfrey	The Color Purple 	1985
Color	JK Youn	103	Nicole Dionne	Tidal Wave 	2009
Color	Timur Bekmambetov	141	Morgan Freeman	Ben-Hur 	2016
Color	Morten Tyldum	114	Benedict Cumberbatch	The Imitation Game 	2014
Color	Howard Zieff	109	Eileen Brennan	Private Benjamin 	1980
Color	Michael Apted	124	Sissy Spacek	Coal Miner's Daughter 	1980
Color	Thor Freudenthal	94	Chloë Grace Moretz	Diary of a Wimpy Kid 	2010
Color	Andrés Muschietti	100	Javier Botet	Mama 	2013
Color	John Carpenter	101	Jamie Lee Curtis	Halloween 	1978
Color	Harold Ramis	98	Beverly D'Angelo	National Lampoon's Vacation 	1983
Color	Jeff Tremaine	102	Jackson Nicoll	Bad Grandpa 	2013
Color	Stephen Frears	94	Roger Allam	The Queen 	2006
Color	Tim Burton	92	Catherine O'Hara	Beetlejuice 	1988
Color	Tyler Perry	113	Michael Jai White	Why Did I Get Married? 	2007
Color	Gillian Armstrong	115	Christian Bale	Little Women 	1994
Color	James Watkins	95	Daniel Radcliffe	The Woman in Black 	2012
Color	Simon West	87	Madeline Carroll	When a Stranger Calls 	2006
Color	Shawn Levy	88	Frankie Muniz	Big Fat Liar 	2002
Color	Michael Cimino	183	Robert De Niro	The Deer Hunter 	1978
Color	Barry Levinson	97	Robert De Niro	Wag the Dog 	1997
Color	Jim Fall	94	Clayton Snyder	The Lizzie McGuire Movie 	2003
Color	Ric Roman Waugh	112	Dwayne Johnson	Snitch 	2013
Color	Michael Dougherty	98	Adam Scott	Krampus 	2015
Color	Robert Rodriguez	104	Jordana Brewster	The Faculty 	1998
Color	Brian Gibson	118	Rae'Ven Kelly	What's Love Got to Do with It 	1993
Color	James Mangold	120	Robert De Niro	Cop Land 	1997
Color	Joel Gallen	99	Chris Evans	Not Another Teen Movie 	2001
Color	David Ayer	109	Jake Gyllenhaal	End of Watch 	2012
Color	Cameron Crowe	105	Emma Stone	Aloha 	2015
Color	Rob Cohen	106	Paul Walker	The Skulls 	2000
Color	James Marsh	123	Eddie Redmayne	The Theory of Everything 	2014
Color	John Whitesell	86	Greg Grunberg	Malibu's Most Wanted 	2003
Color	Matt Williams	120	Natalie Portman	Where the Heart Is 	2000
Color	David Lean	227	Claude Rains	Lawrence of Arabia 	1962
Color	Rob Zombie	119	Scout Taylor-Compton	Halloween II 	2009
Color	Jean-Marc Vallée	115	Michiel Huisman	Wild 	2014
Color	Dennis Iliadis	114	Tony Goldwyn	The Last House on the Left 	2009
Color	Clare Kilner	90	Jack Davenport	The Wedding Date 	2005
Color	Rick Rosenthal	94	Jamie Lee Curtis	Halloween: Resurrection 	2002
Color	Louis Leterrier	106	Liam Neeson	Clash of the Titans 	2010
Color	Rob Reiner	98	Robin Wright	The Princess Bride 	1987
Color	Denzel Washington	126	Denzel Washington	The Great Debaters 	2007
Color	Nicolas Winding Refn	100	Ryan Gosling	Drive 	2011
Color	Sara Sugarman	89	Adam Garcia	Confessions of a Teenage Drama Queen 	2004
Color	Nicholas Hytner	111	Liam Aiken	The Object of My Affection 	1998
Color	Juan Carlos Fresnadillo	100	Jeremy Renner	28 Weeks Later 	2007
Color	Thomas Carter	115	Jessie T. Usher	When the Game Stands Tall 	2014
Color	Wayne Wang	106	Cicely Tyson	Because of Winn-Dixie 	2005
Color	Gina Prince-Bythewood	124	Alfre Woodard	Love & Basketball 	2000
Color	George Armitage	107	Minnie Driver	Grosse Pointe Blank 	1997
Color	Phil Traill	99	Bradley Cooper	All About Steve 	2009
Color	Joe Berlinger	90	Kim Director	Book of Shadows: Blair Witch 2 	2000
Color	Andrew Fleming	101	Christine Taylor	The Craft 	1996
Color	Woody Allen	119	Scarlett Johansson	Match Point 	2005
Color	Elizabeth Allen Rosenbaum	103	Sierra McCormick	Ramona and Beezus 	2010
Color	James Ivory	134	Anthony Hopkins	The Remains of the Day 	1993
Color	Paul Thomas Anderson	155	Don Cheadle	Boogie Nights 	1997
Color	Robert Harmon	94	Kieran Culkin	Nowhere to Run 	1993
Color	Michael Mayer	95	Alison Lohman	Flicka 	2006
Color	Martin Weisz	89	Jeff Kober	The Hills Have Eyes II 	2007
Color	John Ottman	97	Loretta Devine	Urban Legends: Final Cut 	2000
Color	Jay Russell	90	William Hurt	Tuck Everlasting 	2002
Color	John Bonito	92	Kelly Carlson	The Marine 	2006
Color	Peter Atencio	100	Nia Long	Keanu 	2016
Color	Shana Feste	117	Leighton Meester	Country Strong 	2010
Color	David Nutter	84	Bruce Greenwood	Disturbing Behavior 	1998
Color	Derek Cianfrance	140	Ryan Gosling	The Place Beyond the Pines 	2012
Color	Roger Donaldson	108	Luke Bracey	The November Man 	2014
Color	Stephan Elliott	109	Jason Priestley	Eye of the Beholder 	1999
Color	Kathryn Bigelow	131	Jeremy Renner	The Hurt Locker 	2008
Color	Mark L. Lester	114	Heather Locklear	Firestarter 	1984
Color	Andrew Dominik	97	Brad Pitt	Killing Them Softly 	2012
Color	Anton Corbijn	122	Philip Seymour Hoffman	A Most Wanted Man 	2014
Color	Tom Green	87	Rip Torn	Freddy Got Fingered 	2001
Color	Mike Nawrocki	85	Yuri Lowenthal	The Pirates Who Don't Do Anything: A VeggieTales Movie 	2008
Color	Catherine Owens	85	Bono	U2 3D 	2007
Color	Douglas Aarniokoski	101	Christopher Lambert	Highlander: Endgame 	2000
Color	Bryan Barber	121	Cicely Tyson	Idlewild 	2006
Color	Lone Scherfig	107	Anne Hathaway	One Day 	2011
Color	Drew Barrymore	111	Daniel Stern	Whip It 	2009
Color	Brian Koppelman	92	Vin Diesel	Knockaround Guys 	2001
Color	James Foley	97	Louis Lombardi	Confidence 	2003
Color	Albert Brooks	97	Jeff Bridges	The Muse 	1999
 Black and White	Irwin Winkler	125	Kevin McNally	De-Lovely 	2004
Color	Woody Allen	124	Woody Allen	New York Stories 	1989
Color	Steve Gomer	76	Trevor Morgan	Barney's Great Adventure 	1998
Color	RZA	107	Rick Yune	The Man with the Iron Fists 	2012
Color	Dean Parisot	91	Catherine O'Hara	Home Fries 	1998
Color	Mark Piznarski	96	Bruce Greenwood	Here on Earth 	2000
Color	Terry Gilliam	142	Robert De Niro	Brazil 	1985
Color	Sean McNamara	103	Oliver James	Raise Your Voice 	2004
Color		60	David Ogden Stiers	The Dead Zone             	
Color	Joel Coen	117	Philip Seymour Hoffman	The Big Lebowski 	1998
 Black and White	Craig Brewer	116	Justin Timberlake	Black Snake Moan 	2006
Color	Ron Shelton	118	Khandi Alexander	Dark Blue 	2002
Color	Michael Winterbottom	108	Angelina Jolie Pitt	A Mighty Heart 	2007
Color	David Raynr	94	James Franco	Whatever It Takes 	2000
Color	Mort Nathan	97	Vivica A. Fox	Boat Trip 	2002
Color	Oliver Parker	97	Colin Firth	The Importance of Being Earnest 	2002
Color	Dan Curtis	99	Jennifer Jason Leigh	The Love Letter 	1998
Color	Wil Shriner	91	Logan Lerman	Hoot 	2006
Color	Martin McDonagh	107	Elizabeth Berrington	In Bruges 	2008
Color	Tina Gordon Chism	95	Tyler James Williams	Peeples 	2013
Color	Peter Cattaneo	102	Emma Stone	The Rocker 	2008
Color	Vicky Jenson	88	J.K. Simmons	Post Grad 	2009
Color	Gus Van Sant	106	Matt Damon	Promised Land 	2012
Color	Woody Allen	92	Larry David	Whatever Works 	2009
 Black and White	Mary Lambert	105	Matthew Settle	The In Crowd 	2000
Color	Tommy Lee Jones	107	Levon Helm	Three Burials 	2005
Color	Peter Kassovitz	120	Robin Williams	Jakob the Liar 	1999
Color	Shane Black	103	Robert Downey Jr.	Kiss Kiss Bang Bang 	2005
Color	Rodman Flender	92	Vivica A. Fox	Idle Hands 	1999
Color	David Lynch	147	Naomi Watts	Mulholland Drive 	2001
Color	Katja von Garnier	98	Olivier Martinez	Blood and Chocolate 	2007
Color	Woody Allen	98	Anthony Hopkins	You Will Meet a Tall Dark Stranger 	2010
Color	Mark Romanek	103	Andrew Garfield	Never Let Me Go 	2010
Color		286	Anna Silk	The Company             	
Color	Brad Anderson	111	Thomas Kretschmann	Transsiberian 	2008
Color	Michael Chapman	98	Curtis Armstrong	The Clan of the Cave Bear 	1986
Color	Antonio Banderas	111	Meat Loaf	Crazy in Alabama 	1999
Color	Michael Haneke	111	Naomi Watts	Funny Games 	2007
Color	Khalil Sullins	100	Thomas Stroppel	Listening 	2014
Color	Atom Egoyan	116	Bob Hoskins	Felicia's Journey 	1999
 Black and White	Fritz Lang	145	Brigitte Helm	Metropolis 	1927
Color	Pierre Morel	84	David Belle	District B13 	2004
Color	Gary Fleder	115	Steve Buscemi	Things to Do in Denver When You're Dead 	1995
Color	Hsiao-Hsien Hou	105	Qi Shu	The Assassin 	2015
Color	Gregor Jordan	98	Dean Stockwell	Buffalo Soldiers 	2001
Color	Andrey Zvyagintsev	99	Konstantin Lavronenko	The Return 	2003
Color	Tony Jaa	110	Nirut Sirichanya	Ong-bak 2 	2008
Color	Neil Marshall	97	Michael Fassbender	Centurion 	2010
Color	Russell Mulcahy	88	Christopher Heyerdahl	Silent Trigger 	1996
Color	Ryûhei Kitamura	103	Bradley Cooper	The Midnight Meat Train 	2008
Color	Darrell Roodt	104	Jennifer Hudson	Winnie Mandela 	2011
Color	Dito Montiel	90	Channing Tatum	The Son of No One 	2011
Color	Stefan Ruzowitzky	105	Eddie Izzard	All the Queen's Men 	2001
Color	Jake Paltrow	93	Stephen Graham	The Good Night 	2007
Color	Juraj Jakubisko	141	Anna Friel	Bathory: Countess of Blood 	2008
Color	Anthony Silverston	85	Liam Neeson	Khumba 	2013
Color	Gabe Ibáñez	109	Birgitte Hjort Sørensen	Automata 	2014
Color	Gerry Lively	105	Bruce Payne	Dungeons & Dragons: Wrath of the Dragon God 	2005
Color	Daniele Luchetti	98	Maximilian Dirr	Chiamatemi Francesco - Il Papa della gente 	2015
	Tung-Shing Yee	119	Bingbing Fan	Shinjuku Incident 	2009
Color	Julien Temple	124	Samantha Morton	Pandaemonium 	2000
Color	Harold Ramis	101	Bill Murray	Groundhog Day 	1993
Color	Gregory Jacobs	115	Matt Bomer	Magic Mike XXL 	2015
Color	Baz Luhrmann	120	Leonardo DiCaprio	Romeo + Juliet 	1996
Color	Gilles Paquet-Brenner	111	Kristin Scott Thomas	Sarah's Key 	2010
Color	Peter Cousens	94	Sharon Leal	Freedom 	2014
Color	Clint Eastwood	131	Clint Eastwood	Unforgiven 	1992
Color	Lars von Trier	139	Bryce Dallas Howard	Manderlay 	2005
Color	Danny Boyle	120	Anil Kapoor	Slumdog Millionaire 	2008
Color	Adrian Lyne	119	Fred Gwynne	Fatal Attraction 	1987
Color	Garry Marshall	125	Julia Roberts	Pretty Woman 	1990
Color	John Blanchard	65	Martin Short	Towering Inferno             	
Color	John Cornell	108	Paul Hogan	Crocodile Dundee II 	1988
Color	Vidhu Vinod Chopra	101	María Valverde	Broken Horses 	2015
Color	Oliver Stone	145	Tom Cruise	Born on the Fourth of July 	1989
 Black and White	Jon Turteltaub	98	Doug E. Doug	Cool Runnings 	1993
Color	Patrick Lussier	101	Jensen Ackles	My Bloody Valentine 	2009
Color	Ole Bornedal	92	Kyra Sedgwick	The Possession 	2012
Color	Ted Kotcheff	93	Sylvester Stallone	First Blood 	1982
Color	Sylvain White	109	Chris Brown	Stomp the Yard 	2007
Color	Lewis Gilbert	123	Caroline Munro	The Spy Who Loved Me 	1977
Color		60	Amy Bruni	Ghost Hunters             	
Color	Jamie Blanks	99	Alicia Witt	Urban Legend 	1998
Color	Stephen Frears	119	Keanu Reeves	Dangerous Liaisons 	1988
Color	Tyler Perry	110	Eddie Cibrian	Good Deeds 	2012
Color	Randal Kleiser	107	Seymour Cassel	White Fang 	1991
Color	Bruce McCulloch	81	Will Ferrell	Superstar 	1999
Color	Phyllida Lloyd	105	Meryl Streep	The Iron Lady 	2011
Color	Mike Nawrocki	82	Phil Vischer	Jonah: A VeggieTales Movie 	2002
Color	John Singleton	109	Janet Jackson	Poetic Justice 	1993
Color	Kevin Bray	95	Mike Epps	All About the Benjamins 	2002
Color	Wes Craven	100	John Witherspoon	Vampire in Brooklyn 	1995
Color	John Boorman	118	Linda Blair	Exorcist II: The Heretic 	1977
Color	Courtney Solomon	91	Sissy Spacek	An American Haunting 	2005
Color	David Zucker	90	Carmen Electra	My Boss's Daughter 	2003
Color	David Twohy	108	Chris Hemsworth	A Perfect Getaway 	2009
Color	Rick Famuyiwa	103	America Ferrera	Our Family Wedding 	2010
Color	Alan Cohn	96	Alyson Hannigan	Dead Man on Campus 	1998
Color	Franco Zeffirelli	117	Lily Tomlin	Tea with Mussolini 	1999
Color	Tom Holland	93	Joe Mantegna	Thinner 	1996
Color	Martin Scorsese	136	Robert De Niro	"New York, New York "	1977
Color	Spike Lee	115	Alfre Woodard	Crooklyn 	1994
Color	Chris Rock	94	Steve Buscemi	I Think I Love My Wife 	2007
Color	James Isaac	85	Peter Mensah	Jason X 	2001
Color	Shawn Levy	88	Frankie Muniz	Big Fat Liar 	2002
Color	Emilio Estevez	112	Anthony Hopkins	Bobby 	2006
Color	Mark Waters	86	Monica Potter	Head Over Heels 	2001
Color	Josh Schwartz	86	Thomas McDonell	Fun Size 	2012
Color	Julian Schnabel	112	Emmanuelle Seigner	The Diving Bell and the Butterfly 	2007
Color	Todd Field	137	Kate Winslet	Little Children 	2006
Color	Davis Guggenheim	90	Norman Reedus	Gossip 	2000
Color	Tony Goldwyn	107	Viggo Mortensen	A Walk on the Moon 	1999
Color	Phillip Noyce	98	Derek Luke	Catch a Fire 	2006
Color	Stephen Carpenter	84	Melissa Sagemiller	Soul Survivors 	2001
Color	James Ivory	139	Seth Gilliam	Jefferson in Paris 	1995
Color	Stephan Elliott	97	Colin Firth	Easy Virtue 	2008
Color	James Fargo	127	Christopher Lee	Caravans 	1978
Color	Mike Leigh	150	Lesley Manville	Mr. Turner 	2014
Color	Alain Resnais	104	Mathieu Amalric	Wild Grass 	2009
Color	Costa-Gavras	132	Sebastian Koch	Amen. 	2002
Color	Chao-Bin Su	117	Woo-sung Jung	Reign of Assassins 	2010
Color	Neil Burger	115	John Heard	The Lucky Ones 	2008
Color	Kenneth Lonergan	186	Matt Damon	Margaret 	2011
Color	Bo Zenga	90	Steve Howey	Stan Helsing 	2009
Color	Rob Reiner	90	Madeline Carroll	Flipped 	2010
Color	Ang Lee	134	Jake Gyllenhaal	Brokeback Mountain 	2005
Color	Jonathan Liebesman	101	Noel Fisher	Teenage Mutant Ninja Turtles 	2014
Color	Amy Heckerling	97	Donald Faison	Clueless 	1995
Color	Todd Haynes	107	Dennis Quaid	Far from Heaven 	2002
Color	Steve Pink	99	Adam Scott	Hot Tub Time Machine 2 	2015
Color		55	Krystyna Janda	Dekalog             	
Color	Philip Kaufman	124	Kate Winslet	Quills 	2000
Color	Martin McDonagh	110	Abbie Cornish	Seven Psychopaths 	2012
Color	Kasi Lemmons	105	Colm Feore	The Caveman's Valentine 	2001
Color		41	Jacek Koman	The Border             	
Color	Oliver Hirschbiegel	178	Thomas Kretschmann	Downfall 	2004
Color	Alejandro Amenábar	125	Belén Rueda	The Sea Inside 	2004
Color	Jonathan Glazer	108	Scarlett Johansson	Under the Skin 	2013
Color	Barry Levinson	121	Robin Williams	"Good Morning, Vietnam "	1987
Color	Hyung-rae Shim	100	Jason Mewes	The Last Godfather 	2010
Color	Jon M. Chu	115	Usher Raymond	Justin Bieber: Never Say Never 	2011
Color	Darren Aronofsky	108	Natalie Portman	Black Swan 	2010
Color	José Padilha	117	Gary Oldman	RoboCop 	2014
Color	Francis Ford Coppola	220	Robert De Niro	The Godfather: Part II 	1974
Color	Thomas Carter	112	Sean Patrick Thomas	Save the Last Dance 	2001
Color	Renny Harlin	99	Tuesday Knight	A Nightmare on Elm Street 4: The Dream Master 	1988
Color	Patricia Riggen	109	Jennifer Garner	Miracles from Heaven 	2016
Color	Danny Leiner	83	Jennifer Garner	"Dude, Where's My Car? "	2000
Color	Christopher Cain	107	Jack Palance	Young Guns 	1988
Color	Theodore Melfi	102	Bill Murray	St. Vincent 	2014
Color	Steve Pink	100	Joe Lo Truglio	About Last Night 	2014
Color	Gil Junger	97	Joseph Gordon-Levitt	10 Things I Hate About You 	1999
Color	Ed Decter	92	Zooey Deschanel	The New Guy 	2002
Color	Gene Quintano	84	Jon Lovitz	Loaded Weapon 1 	1993
Color	Jaume Collet-Serra	86	Óscar Jaenada	The Shallows 	2016
Color	Eric Bress	120	Logan Lerman	The Butterfly Effect 	2004
Color	Chris Koch	89	Chris Elliott	Snow Day 	2000
Color	Preston A. Whitmore II	117	Mekhi Phifer	This Christmas 	2007
Color	Bob Clark	97	Kathleen Turner	Baby Geniuses 	1999
Color	Kirk Wong	91	Bokeem Woodbine	The Big Hit 	1998
Color	Bronwen Hughes	100	Gregory Smith	Harriet the Spy 	1996
Color	John Lafia	72	Jenny Agutter	Child's Play 2 	1990
Color	Sam Miller	84	Leslie Bibb	No Good Deed 	2014
Color	Frank Darabont	126	Toby Jones	The Mist 	2007
 Black and White	Alex Garland	108	Elina Alminas	Ex Machina 	2015
Color	Spike Jonze	112	Willie Garson	Being John Malkovich 	1999
Color	Mark Brown	90	Mo'Nique	Two Can Play That Game 	2001
Color	Dave Green	91	Teo Halm	Earth to Echo 	2014
Color	John Stockwell	135	Kirsten Dunst	Crazy/Beautiful 	2001
Color	Clint Eastwood	141	Yuki Matsuzaki	Letters from Iwo Jima 	2006
Color	Michael Polish	104	J.K. Simmons	The Astronaut Farmer 	2006
Color	Daisy von Scherler Mayer	84	LL Cool J	Woo 	1998
Color	Lenny Abrahamson	118	Joan Allen	Room 	2015
Color	Bob Saget	82	Don Rickles	Dirty Work 	1998
Color	John Waters	95	Kathleen Turner	Serial Mom 	1994
Color	Andrew Fleming	94	Ryan Reynolds	Dick 	1999
Color	Niels Arden Oplev	88	Michael Nyqvist	Del 1 - Män som hatar kvinnor             	
Color	Craig Bolotin	99	Rosario Dawson	Light It Up 	1999
Color	Mark Christopher	121	Salma Hayek	54 	1998
Color	Blair Hayes	84	Jake Gyllenhaal	Bubble Boy 	2001
Color	Jez Butterworth	93	Mark Gatiss	Birthday Girl 	2001
Color	Jon Lucas	93	Justin Chon	21 & Over 	2013
Color	Olivier Assayas	120	Steve Buscemi	"Paris, je t'aime "	2006
Color	Rod Lurie	112	Harry Lennix	Resurrecting the Champ 	2007
Color	Paul Weitz	107	Tina Fey	Admission 	2013
Color	Patrice Leconte	112	Emir Kusturica	The Widow of Saint-Pierre 	2000
Color	Atom Egoyan	96	Liam Neeson	Chloe 	2009
Color	Paul Mazursky	91	Chazz Palminteri	Faithful 	1996
Color	Jim Sheridan	105	Natalie Portman	Brothers 	2009
Color	Sidney Lumet	125	Peter Dinklage	Find Me Guilty 	2006
Color	Stephen Chbosky	102	Logan Lerman	The Perks of Being a Wallflower 	2012
Color	Jon Hess	87	Burt Young	Excessive Force 	1993
Color	Douglas McGrath	118	Toby Jones	Infamous 	2006
Color	Michael Winterbottom	115	Milla Jovovich	The Claim 	2000
Color	Mark Neveldine	91	Djimon Hounsou	The Vatican Tapes 	2015
Color	Joe Cornish	88	John Boyega	Attack the Block 	2011
Color	Angelina Jolie Pitt	127	Jelena Jovanova	In the Land of Blood and Honey 	2011
Color	Brad Anderson	94	Michael Imperioli	The Call 	2013
Color	John H. Lee	115	Liam Neeson	Operation Chromite 	2016
Color	John Stainton	90	Steve Irwin	The Crocodile Hunter: Collision Course 	2002
Color	Glenn Ficarra	102	Dameon Clarke	I Love You Phillip Morris 	2009
Color	Jean-Jacques Annaud	100	Rae Dawn Chong	Quest for Fire 	1981
Color	Denzel Washington	117	Denzel Washington	Antwone Fisher 	2002
Color	Michael Hoffman	109	Gabriel Millman	The Emperor's Club 	2002
Color	Tony Scott	121	Brad Pitt	True Romance 	1993
Color	Benedek Fliegauf	111	Eva Green	Womb 	2010
Color	James Foley	100	Kevin Spacey	Glengarry Glen Ross 	1992
Color	Michael Winterbottom	109	Liam Aiken	The Killer Inside Me 	2010
Color	Paul Schrader	93	Ed Begley Jr.	Cat People 	1982
Color	Stewart Hendler	101	Julian Morris	Sorority Row 	2009
 Black and White	John Cromwell	101	David Niven	The Prisoner of Zenda 	1937
Color	Craig Gillespie	106	Ryan Gosling	Lars and the Real Girl 	2007
Color	Mark Herman	94	Richard Johnson	The Boy in the Striped Pajamas 	2008
Color	Lars von Trier	140	Catherine Deneuve	Dancer in the Dark 	2000
Color	Gillian Armstrong	132	Tom Wilkinson	Oscar and Lucinda 	1997
Color	Abel Ferrara	99	Isabella Rossellini	The Funeral 	1996
Color	Brian Koppelman	90	Jenna Fischer	Solitary Man 	2009
Color	Ethan Maniquis	105	Robert De Niro	Machete 	2010
Color	George Hickenlooper	108	Kevin Spacey	Casino Jack 	2010
Color	Don Bluth	69	Judith Barsi	The Land Before Time 	1988
Color	Je-kyu Kang	148	Min-sik Choi	Tae Guk Gi: The Brotherhood of War 	2004
 Black and White	William Dear	118	Clifton Collins Jr.	The Perfect Game 	2009
Color	William Friedkin	132	Ellen Burstyn	The Exorcist 	1973
Color	Steven Spielberg	130	Roy Scheider	Jaws 	1975
Color	Paul Weitz	95	Alyson Hannigan	American Pie 	1999
Color	Stéphane Aubier	80	Mackenzie Foy	Ernest & Celestine 	2012
Color	Michael Ritchie	94	Victor Wong	The Golden Child 	1986
Color	Tim Story	122	Chris Brown	Think Like a Man 	2012
Color	Tim Story	102	Sean Patrick Thomas	Barbershop 	2002
